날짜,avg_moo_x,avg_moo_y,현재기온,이슬점온도,체감온도,습도,풍속,해면기압
2011-06-10,1306,1306,23.9,20.8,73.0,83.0,4.7,1004.7
2011-06-13,1282,1282,25.7,20.2,75.0,72.0,16.2,1004.9
2011-06-14,1282,1282,24.1,18.5,73.0,71.0,15.5,1009.9
2011-06-15,1304,1304,26.0,18.9,75.0,65.0,10.4,1009.9
2011-06-16,1260,1260,28.3,16.5,76.0,49.0,10.4,1007.4
2011-06-17,1267,1267,27.8,18.4,76.0,57.0,13.3,1010.1
2011-06-20,1281,1281,25.3,19.1,74.0,69.0,14.0,1008.3
2011-06-21,1272,1272,29.2,20.3,79.0,59.0,20.5,1009.7
2011-06-22,1259,1259,23.6,22.7,74.0,95.0,4.7,1008.4
2011-06-23,1257,1257,27.3,23.3,78.0,79.0,16.9,1004.6
2011-06-24,1266,1266,26.7,24.1,78.0,86.0,12.2,1006.1
2011-06-27,1249,1249,26.8,20.3,76.0,68.0,14.8,1007.3
2011-06-28,1231,1231,26.1,22.7,77.0,82.0,10.1,1011.8
2011-06-29,1227,1227,29.8,23.9,81.0,71.0,16.6,1013.2
2011-06-30,1232,1232,29.1,23.7,80.0,73.0,15.1,1011.8
2011-07-01,1217,1217,33.4,22.5,83.0,53.0,10.4,1005.0
2011-07-04,1241,1241,32.4,21.8,82.0,54.0,15.1,999.6
2011-07-05,1245,1245,31.2,18.1,79.0,46.0,2.5,1003.0
2011-07-06,1259,1259,22.3,19.2,71.0,83.0,7.2,1001.7
2011-07-07,1291,1291,27.0,23.8,78.0,83.0,8.6,1002.4
2011-07-08,1306,1306,27.7,25.1,80.0,86.0,14.0,1007.3
2011-07-11,1301,1301,31.5,23.0,82.0,61.0,12.6,1012.7
2011-07-12,1301,1301,31.0,24.6,83.0,69.0,12.6,1012.9
2011-07-13,1327,1327,27.3,24.9,79.0,87.0,10.1,1011.5
2011-07-14,1461,1461,29.6,24.0,81.0,72.0,20.2,1011.8
2011-07-15,1519,1519,29.0,25.4,81.0,81.0,11.2,1011.9
2011-07-18,1572,1572,32.8,22.5,83.0,55.0,7.2,1002.9
2011-07-19,1572,1572,32.9,21.0,82.0,50.0,8.6,993.6
2011-07-20,1568,1568,33.8,19.8,82.0,44.0,7.9,1000.1
2011-07-21,1740,1740,28.7,18.4,77.0,54.0,15.8,1006.4
2011-07-22,1756,1756,26.7,18.8,75.0,62.0,10.1,1008.2
2011-07-25,1973,1973,30.1,20.9,80.0,58.0,11.2,1011.5
2011-07-26,1994,1994,29.2,24.3,81.0,75.0,15.8,1012.8
2011-07-27,2075,2075,26.0,24.2,78.0,90.0,5.4,1013.5
2011-07-28,2568,2568,31.7,25.0,84.0,68.0,15.8,1012.1
2011-07-29,2486,2486,32.5,24.5,84.0,63.0,14.0,1007.8
2011-08-01,2802,2802,28.7,24.6,81.0,79.0,11.5,1007.8
2011-08-02,2932,2932,28.9,26.1,82.0,85.0,2.2,1009.9
2011-08-03,2980,2980,33.0,25.2,85.0,64.0,15.8,1008.4
2011-08-04,3026,3026,33.4,24.0,84.0,58.0,13.3,1007.8
2011-08-05,3038,3038,33.1,23.4,84.0,57.0,11.5,1007.2
2011-08-08,3298,3298,29.4,23.3,80.0,70.0,10.4,1008.6
2011-08-09,3250,3250,30.8,24.6,83.0,70.0,17.6,1010.2
2011-08-10,3323,3323,32.3,25.3,84.0,67.0,8.3,1010.2
2011-08-11,3498,3498,32.5,23.1,83.0,58.0,11.2,1007.5
2011-08-12,3611,3611,32.4,24.4,84.0,63.0,15.8,1006.7
2011-08-16,3640,3640,29.9,24.9,82.0,75.0,13.3,1005.8
2011-08-17,3702,3702,30.7,25.2,83.0,73.0,7.9,1004.3
2011-08-18,3797,3797,28.8,24.7,81.0,79.0,15.1,1005.8
2011-08-19,3909,3909,24.7,21.4,75.0,82.0,0.4,1012.1
2011-08-22,3977,3977,24.5,22.1,75.0,87.0,5.0,1010.9
2011-08-23,3964,3964,24.1,21.4,74.0,85.0,2.9,1009.3
2011-08-24,3906,3906,27.2,21.0,77.0,69.0,3.6,1011.8
2011-08-25,3905,3905,28.1,21.1,78.0,66.0,4.0,1014.1
2011-08-26,3968,3968,29.0,22.2,79.0,67.0,7.9,1015.8
2011-08-29,3736,3736,32.9,24.0,84.0,60.0,8.6,1012.0
2011-08-30,3707,3707,31.0,23.3,82.0,64.0,7.6,1008.7
2011-08-31,3720,3720,33.5,17.2,81.0,38.0,8.3,1005.3
2011-09-01,3524,3524,33.0,23.0,83.0,56.0,16.9,1003.0
2011-09-02,3418,3418,26.7,22.9,78.0,80.0,8.3,1002.0
2011-09-05,3434,3434,28.5,16.7,76.0,49.0,6.8,1004.8
2011-09-06,3418,3418,28.4,20.4,78.0,62.0,13.0,1005.0
2011-09-07,3424,3424,30.2,17.9,78.0,48.0,12.2,1006.3
2011-09-08,3440,3440,28.5,19.4,77.0,58.0,14.0,1011.0
2011-09-09,3307,3307,28.3,20.3,78.0,62.0,5.8,1015.5
2011-09-14,3519,3519,32.7,20.9,82.0,50.0,12.6,1012.6
2011-09-15,3413,3413,33.8,22.5,84.0,52.0,10.4,1011.1
2011-09-16,3493,3493,32.1,22.7,82.0,58.0,15.1,1007.1
2011-09-19,3229,3229,22.5,11.5,69.0,50.0,9.4,1015.1
2011-09-20,3164,3164,20.7,13.3,67.0,63.0,10.1,1010.6
2011-09-21,2801,2801,24.9,9.9,71.0,39.0,4.7,1006.3
2011-09-22,2567,2567,25.1,4.7,69.0,27.0,11.2,1011.3
2011-09-23,2329,2329,27.3,9.6,73.0,33.0,9.4,1014.2
2011-09-26,2171,2171,27.4,9.2,73.0,32.0,12.6,1019.0
2011-09-27,2108,2108,28.7,15.2,76.0,44.0,10.4,1017.9
2011-09-28,2016,2016,25.7,15.6,73.0,54.0,5.4,1018.1
2011-09-29,2165,2165,21.3,19.7,70.0,91.0,4.3,1011.3
2011-09-30,2082,2082,24.5,5.2,69.0,29.0,17.3,1014.2
2011-10-04,1936,1936,23.5,7.5,23.5,36.0,11.9,1021.0
2011-10-05,1864,1864,23.5,10.5,23.5,44.0,6.8,1014.2
2011-10-06,1612,1612,24.6,8.5,24.6,36.0,13.7,1012.7
2011-10-07,1589,1589,24.8,6.9,24.8,32.0,5.4,1018.8
2011-10-10,1593,1593,27.8,7.0,27.8,27.0,7.9,1019.5
2011-10-11,1581,1581,26.9,10.9,26.9,37.0,7.2,1017.6
2011-10-12,1571,1571,25.1,13.3,25.1,48.0,13.7,1016.4
2011-10-13,1477,1477,27.4,10.5,27.4,35.0,3.2,1014.0
2011-10-14,1623,1623,16.9,14.8,16.9,88.0,7.6,1010.4
2011-10-17,1633,1633,21.1,2.8,21.1,30.0,14.0,1017.4
2011-10-18,1621,1621,21.6,5.4,21.6,35.0,4.3,1023.6
2011-10-19,1626,1626,22.1,10.2,22.1,47.0,5.0,1024.2
2011-10-20,1589,1589,24.8,12.7,24.8,47.0,6.5,1022.1
2011-10-21,1596,1596,20.7,16.5,20.7,77.0,4.7,1017.4
2011-10-24,1543,1543,17.3,13.0,17.3,76.0,1.4,1015.5
2011-10-25,1503,1503,15.5,-6.1,14.6,22.0,16.6,1021.4
2011-10-26,1580,1580,17.5,7.2,17.5,51.0,4.0,1023.9
2011-10-27,1514,1514,21.0,7.9,21.0,43.0,13.7,1025.3
2011-10-28,1499,1499,21.3,9.5,21.3,47.0,11.5,1023.0
2011-10-31,1360,1360,22.4,5.7,22.4,34.0,11.5,1025.0
2011-11-01,1292,1292,23.7,11.3,23.7,46.0,15.8,1024.3
2011-11-02,1254,1254,21.8,13.9,21.8,61.0,10.4,1024.2
2011-11-03,1327,1327,25.3,15.6,25.3,55.0,6.8,1024.5
2011-11-04,1308,1308,24.4,15.0,24.4,56.0,13.0,1024.2
2011-11-07,1221,1221,21.2,12.5,21.2,58.0,1.8,1018.6
2011-11-08,1202,1202,16.1,10.4,16.1,69.0,3.2,1019.8
2011-11-09,1171,1171,18.0,10.1,18.0,60.0,3.6,1019.8
2011-11-10,1276,1276,17.0,5.6,17.0,47.0,2.5,1018.3
2011-11-11,1265,1265,16.7,10.0,16.6,65.0,10.1,1014.4
2011-11-14,1221,1221,15.9,-3.1,15.2,27.0,14.4,1021.6
2011-11-15,1171,1171,15.4,-10.3,14.4,16.0,16.6,1028.7
2011-11-16,1138,1138,17.0,-4.3,17.0,23.0,9.4,1028.9
2011-11-17,1080,1080,15.1,5.5,14.6,53.0,10.8,1027.6
2011-11-18,1087,1087,18.7,17.0,18.7,90.0,7.2,1013.5
2011-11-21,1054,1054,10.0,-7.2,7.9,29.0,15.1,1030.1
2011-11-22,1052,1052,12.1,-3.3,11.2,34.0,9.7,1027.0
2011-11-23,1058,1058,14.2,1.4,12.9,42.0,17.6,1015.4
2011-11-24,1077,1077,9.6,-11.1,7.5,22.0,14.8,1026.2
2011-11-25,1065,1065,11.0,-2.7,9.1,38.0,15.1,1029.0
2011-11-28,1021,1021,18.9,12.8,18.9,68.0,8.3,1020.6
2011-11-29,1004,1004,18.4,13.0,18.4,71.0,13.7,1021.2
2011-11-30,996,996,12.2,8.8,11.4,80.0,9.4,1019.4
2011-12-02,1007,1007,12.6,4.7,12.6,59.0,4.0,1017.6
2011-12-05,1046,1046,11.9,-7.0,10.6,26.0,11.9,1029.5
2011-12-06,1064,1064,8.8,2.7,7.8,66.0,7.2,1026.9
2011-12-07,1125,1125,11.9,-2.3,10.8,37.0,10.4,1024.1
2011-12-08,1111,1111,12.3,-3.9,11.2,32.0,11.5,1017.8
2011-12-09,1101,1101,6.8,-9.1,4.5,31.0,11.9,1024.0
2011-12-12,1133,1133,11.2,-0.6,10.0,44.0,10.4,1025.1
2011-12-13,1114,1114,12.7,-4.0,11.6,31.0,12.2,1025.5
2011-12-14,1115,1115,13.5,-4.6,12.6,28.0,11.5,1021.7
2011-12-15,1177,1177,6.2,-15.1,3.4,20.0,14.0,1023.4
2011-12-16,1182,1182,1.8,-18.2,-2.3,21.0,15.5,1026.6
2011-12-19,1188,1188,6.6,-11.5,3.2,26.0,19.1,1027.3
2011-12-20,1188,1188,6.7,-14.7,3.8,20.0,15.5,1027.0
2011-12-21,1188,1188,9.1,-4.4,8.4,38.0,6.1,1023.1
2011-12-22,1174,1174,5.2,-17.2,1.6,18.0,17.6,1021.2
2011-12-23,1177,1177,2.3,-26.3,-2.1,10.0,18.0,1023.1
2011-12-26,1179,1179,1.4,-22.4,-3.5,15.0,20.2,1031.4
2011-12-27,1179,1179,4.7,-20.6,1.7,14.0,13.0,1032.3
2011-12-28,1183,1183,6.6,-10.6,3.9,28.0,13.7,1028.0
2011-12-29,1051,1051,9.0,-5.6,7.2,35.0,11.2,1025.3
2011-12-30,1053,1053,6.9,-5.1,4.5,42.0,12.6,1027.9
2012-01-02,1069,1069,5.4,-10.0,2.5,32.0,13.3,1023.4
2012-01-03,1063,1063,2.9,-9.7,-0.7,39.0,14.0,1019.5
2012-01-04,1056,1056,1.3,-16.1,-3.6,26.0,20.2,1022.3
2012-01-05,1122,1122,3.2,-14.9,0.2,25.0,11.5,1027.0
2012-01-06,1136,1136,5.1,-9.5,1.6,34.0,16.9,1028.0
2012-01-09,1161,1161,6.7,-9.2,4.3,31.0,12.2,1028.5
2012-01-10,1159,1159,7.1,-10.6,4.3,27.0,15.5,1024.3
2012-01-11,1166,1166,3.5,-18.6,-0.2,18.0,15.8,1027.3
2012-01-12,928,928,2.5,-15.1,-1.4,26.0,15.5,1026.9
2012-01-13,928,928,6.4,-6.9,3.7,38.0,13.3,1023.1
2012-01-16,892,892,4.3,1.8,1.7,84.0,10.4,1017.0
2012-01-17,884,884,10.7,3.0,10.7,59.0,4.0,1019.7
2012-01-18,884,884,8.7,5.6,8.3,81.0,5.0,1019.6
2012-01-19,956,956,8.7,6.1,7.1,84.0,10.1,1017.6
2012-01-20,960,960,9.7,2.0,9.7,59.0,4.3,1020.3
2012-01-25,965,965,-0.2,-21.7,-5.7,18.0,21.6,1021.5
2012-01-26,996,996,3.6,-14.6,1.1,25.0,9.7,1025.8
2012-01-27,1030,1030,8.5,-8.5,6.5,29.0,12.2,1023.5
2012-01-30,1075,1075,4.8,-28.2,1.4,7.0,15.5,1026.0
2012-01-31,1080,1080,6.1,-15.2,4.3,20.0,8.6,1022.4
2012-02-01,1122,1122,1.2,-21.2,-3.6,17.0,19.4,1020.5
2012-02-02,1124,1124,-3.6,-25.8,-8.7,16.0,14.4,1027.3
2012-02-03,1111,1111,2.7,-15.4,-0.2,25.0,10.4,1023.8
2012-02-06,1109,1109,6.9,-4.2,5.9,45.0,6.1,1015.2
2012-02-07,1110,1110,4.7,-18.3,1.2,17.0,16.2,1013.2
2012-02-08,1107,1107,0.9,-19.0,-2.6,21.0,11.5,1020.1
2012-02-09,1104,1104,2.6,-16.5,-1.0,23.0,14.0,1025.9
2012-02-10,1133,1133,5.6,-12.4,2.6,26.0,14.4,1024.7
2012-02-13,1175,1175,3.8,1.3,1.7,84.0,7.9,1023.2
2012-02-14,1205,1205,6.4,4.5,6.4,88.0,4.3,1018.8
2012-02-15,1231,1231,10.9,-4.3,10.5,34.0,6.1,1019.0
2012-02-16,1289,1289,7.1,-21.4,4.7,11.0,12.6,1020.4
2012-02-17,1290,1290,3.5,-16.8,-0.3,21.0,16.6,1020.4
2012-02-20,1308,1308,7.7,-20.0,5.8,12.0,10.4,1025.6
2012-02-21,1296,1296,7.8,-12.0,7.8,23.0,4.7,1022.6
2012-02-22,1305,1305,8.4,3.2,7.6,70.0,6.1,1017.2
2012-02-23,1402,1402,15.1,-2.8,14.5,29.0,11.5,1010.7
2012-02-24,1384,1384,8.4,-1.7,7.6,49.0,6.1,1017.8
2012-02-27,1315,1315,9.8,-13.4,9.0,18.0,6.8,1023.5
2012-02-28,1310,1310,6.3,-0.9,5.1,60.0,6.5,1023.4
2012-02-29,1316,1316,11.0,1.7,9.3,53.0,13.7,1021.8
2012-03-02,1371,1371,9.8,3.3,9.8,64.0,3.6,1016.6
2012-03-05,1388,1388,8.5,5.5,8.5,82.0,3.6,1012.8
2012-03-06,1405,1405,11.0,5.9,9.4,71.0,13.3,1010.5
2012-03-07,1398,1398,11.2,-4.1,11.2,34.0,4.7,1017.2
2012-03-08,1348,1348,11.9,-1.9,10.9,38.0,10.1,1018.8
2012-03-09,1330,1330,13.3,-4.3,13.0,29.0,7.2,1017.2
2012-03-12,1347,1347,7.5,-19.2,5.5,13.0,10.8,1024.8
2012-03-13,1361,1361,8.9,-12.9,6.8,20.0,13.0,1025.6
2012-03-14,1347,1347,12.6,-7.4,10.8,24.0,18.0,1024.4
2012-03-15,1344,1344,13.5,-7.2,11.9,23.0,18.7,1027.2
2012-03-16,1328,1328,9.1,5.6,8.5,79.0,5.8,1018.8
2012-03-19,1385,1385,12.6,-1.3,12.2,38.0,7.2,1018.8
2012-03-20,1385,1385,12.1,-17.5,10.7,11.0,13.7,1017.3
2012-03-21,1385,1385,14.8,-14.4,14.7,12.0,7.9,1022.1
2012-03-22,1392,1392,8.0,1.8,6.8,65.0,7.6,1022.0
2012-03-23,1392,1392,9.3,7.7,7.9,90.0,9.4,1005.5
2012-03-26,1398,1398,12.2,-11.4,11.1,18.0,10.8,1022.6
2012-03-27,1398,1398,17.1,-7.4,16.3,18.0,20.2,1022.6
2012-03-28,1390,1390,20.4,-4.0,20.4,19.0,13.0,1023.9
2012-03-29,1347,1347,18.2,4.7,17.9,41.0,16.6,1023.5
2012-03-30,1356,1356,17.2,13.9,17.1,81.0,11.2,1013.5
2012-04-02,1309,1309,15.9,4.8,60.0,48.0,23.0,1019.0
2012-04-03,1279,1279,10.0,-2.3,53.0,42.0,44.6,1000.2
2012-04-04,1302,1302,14.6,-0.3,58.0,36.0,20.2,1011.9
2012-04-05,1225,1225,16.7,-0.5,61.0,31.0,19.4,1009.0
2012-04-06,1202,1202,15.4,-11.1,59.0,15.0,39.6,1013.6
2012-04-09,1239,1239,22.1,11.1,68.0,50.0,21.2,1019.5
2012-04-10,1225,1225,18.8,13.4,65.0,71.0,16.9,1017.5
2012-04-12,1231,1231,20.8,4.3,65.0,34.0,9.4,1008.1
2012-04-13,1229,1229,14.7,5.2,58.0,53.0,17.6,1012.2
2012-04-16,1226,1226,23.5,4.9,68.0,30.0,17.6,1010.3
2012-04-17,1226,1226,19.8,2.1,64.0,31.0,22.3,1014.6
2012-04-18,1213,1213,21.7,3.8,66.0,31.0,22.7,1017.8
2012-04-19,1230,1230,18.7,8.6,64.0,52.0,13.3,1021.1
2012-04-20,1240,1240,17.4,9.2,62.0,59.0,6.8,1021.8
2012-04-23,1243,1243,22.2,11.8,68.0,52.0,11.5,1013.0
2012-04-24,1243,1243,23.9,13.7,71.0,53.0,16.2,1012.8
2012-04-25,1266,1266,13.3,10.8,56.0,85.0,14.0,1003.4
2012-04-26,1278,1278,19.9,-3.7,63.0,20.0,13.7,1006.8
2012-04-27,1292,1292,19.9,-0.7,64.0,25.0,18.4,1013.8
2012-04-30,1321,1321,17.6,12.0,63.0,70.0,5.0,1012.8
2012-05-02,1319,1319,20.4,12.8,66.0,62.0,6.1,1004.7
2012-05-03,1358,1358,17.4,13.7,63.0,79.0,14.4,1003.8
2012-05-04,1358,1358,20.8,15.3,68.0,71.0,22.3,1006.9
2012-05-07,1402,1402,27.0,2.1,71.0,20.0,8.6,1006.6
2012-05-08,1431,1431,24.2,14.2,71.0,54.0,14.4,1007.4
2012-05-09,1458,1458,24.9,14.9,72.0,54.0,15.8,1011.3
2012-05-10,1402,1402,17.8,9.9,63.0,60.0,8.6,1017.2
2012-05-11,1500,1500,16.3,6.9,60.0,54.0,10.4,1018.1
2012-05-14,1553,1553,18.5,15.7,65.0,84.0,4.7,1010.0
2012-05-15,1493,1493,25.8,12.2,72.0,43.0,8.3,1004.4
2012-05-16,1496,1496,25.2,10.6,71.0,40.0,11.9,1003.9
2012-05-17,1578,1578,24.2,2.3,68.0,24.0,15.1,1001.2
2012-05-18,1539,1539,22.1,5.0,67.0,33.0,19.1,1014.7
2012-05-21,1573,1573,28.2,6.8,73.0,26.0,9.0,1016.3
2012-05-22,1566,1566,27.5,6.8,72.0,27.0,7.9,1013.0
2012-05-23,1570,1570,27.2,10.3,73.0,35.0,19.8,1011.7
2012-05-24,1543,1543,27.2,8.1,72.0,30.0,15.8,1009.9
2012-05-25,1541,1541,24.4,16.1,72.0,60.0,11.9,1009.6
2012-05-29,1546,1546,28.2,15.4,75.0,46.0,12.6,1017.6
2012-05-30,1504,1504,23.3,15.8,71.0,63.0,9.7,1018.8
2012-05-31,1578,1578,25.2,14.0,72.0,50.0,9.7,1017.0
2012-06-01,1552,1552,24.9,14.3,72.0,52.0,12.2,1015.6
2012-06-04,1576,1576,27.2,15.8,75.0,50.0,10.4,1011.8
2012-06-05,1587,1587,27.4,16.6,75.0,52.0,22.0,1006.9
2012-06-07,1534,1534,29.8,19.4,79.0,54.0,16.2,1005.1
2012-06-08,1527,1527,22.3,19.8,71.0,86.0,2.9,1000.9
2012-06-11,1535,1535,28.4,16.6,76.0,49.0,9.0,1001.0
2012-06-12,1558,1558,29.9,16.6,77.0,45.0,14.4,999.6
2012-06-13,1576,1576,26.5,15.8,74.0,52.0,9.4,1008.6
2012-06-14,1542,1542,26.4,16.3,74.0,54.0,8.3,1013.9
2012-06-15,1527,1527,25.0,17.7,73.0,64.0,3.6,1010.7
2012-06-18,1585,1585,24.2,19.2,73.0,74.0,13.0,1009.6
2012-06-19,1608,1608,24.4,18.1,73.0,68.0,7.2,998.8
2012-06-20,1604,1604,24.5,18.4,73.0,69.0,7.9,1006.7
2012-06-21,1604,1604,28.7,14.1,75.0,41.0,18.4,1006.7
2012-06-22,1604,1604,26.9,17.0,75.0,55.0,15.8,1010.6
2012-06-25,1592,1592,25.8,14.2,73.0,49.0,7.6,1009.1
2012-06-26,1634,1634,22.1,14.7,69.0,63.0,4.3,1012.7
2012-06-27,1653,1653,21.8,15.6,69.0,68.0,6.5,1013.7
2012-06-28,1717,1717,28.1,15.0,75.0,45.0,6.1,1012.1
2012-06-29,1778,1778,25.6,17.7,74.0,62.0,15.1,1011.4
2012-07-02,1857,1857,27.9,20.4,77.0,64.0,16.9,1002.2
2012-07-03,1911,1911,28.5,21.0,78.0,64.0,16.9,1000.3
2012-07-04,1976,1976,29.2,20.8,79.0,61.0,15.1,1004.3
2012-07-05,2199,2199,26.1,22.5,77.0,81.0,6.1,1008.5
2012-07-06,2231,2231,26.3,22.5,77.0,80.0,6.8,1000.1
2012-07-09,2247,2247,27.6,21.6,78.0,70.0,12.6,1007.1
2012-07-10,2217,2217,28.1,19.5,77.0,60.0,13.3,1005.8
2012-07-11,2208,2208,25.3,23.1,76.0,88.0,7.2,997.6
2012-07-12,2072,2072,29.9,23.0,81.0,67.0,13.3,1001.4
2012-07-13,2023,2023,26.4,22.2,77.0,78.0,10.1,1001.9
2012-07-16,2026,2026,27.6,21.1,78.0,68.0,15.5,1010.4
2012-07-17,2036,2036,27.2,21.9,78.0,73.0,8.3,1012.6
2012-07-18,2025,2025,29.0,22.2,79.0,67.0,11.5,1009.8
2012-07-19,2037,2037,27.4,23.6,79.0,80.0,11.5,1008.3
2012-07-20,2033,2033,,,,,,
2012-07-23,2024,2024,33.5,23.8,84.0,57.0,9.7,1010.8
2012-07-24,2021,2021,31.8,23.3,83.0,61.0,17.6,1013.6
2012-07-25,2021,2021,33.6,24.4,85.0,59.0,16.6,1013.0
2012-07-26,1989,1989,33.1,25.1,85.0,63.0,17.6,1009.9
2012-07-27,2014,2014,32.6,24.6,84.0,63.0,17.3,1009.6
2012-07-30,2021,2021,33.1,24.2,84.0,60.0,19.1,1007.0
2012-07-31,2019,2019,34.2,23.5,85.0,54.0,15.8,1006.9
2012-08-01,2008,2008,36.9,17.9,84.0,33.0,7.2,1006.6
2012-08-02,1933,1933,32.7,22.4,83.0,55.0,17.3,1010.5
2012-08-03,1882,1882,36.0,21.8,85.0,44.0,16.6,1011.3
2012-08-06,1849,1849,33.8,23.7,84.0,56.0,10.4,1006.5
2012-08-07,1854,1854,35.7,20.7,84.0,42.0,6.8,1008.5
2012-08-08,1851,1851,32.7,19.2,81.0,45.0,14.8,1007.7
2012-08-09,1833,1833,32.5,22.2,82.0,55.0,13.3,1006.7
2012-08-10,1834,1834,31.9,21.1,81.0,53.0,18.0,1006.4
2012-08-13,1845,1845,28.4,24.8,80.0,81.0,5.0,1003.3
2012-08-14,1834,1834,28.9,21.6,79.0,65.0,4.0,1009.8
2012-08-16,1871,1871,33.8,26.2,86.0,65.0,14.8,1010.9
2012-08-17,1860,1860,33.6,25.0,85.0,61.0,11.9,1013.3
2012-08-20,1861,1861,30.9,25.4,83.0,73.0,18.7,1010.3
2012-08-21,1844,1844,33.2,24.0,84.0,59.0,19.1,1011.7
2012-08-22,1844,1844,26.6,22.6,77.0,79.0,11.2,1011.8
2012-08-23,1770,1770,24.8,21.3,75.0,81.0,5.4,1015.3
2012-08-24,1763,1763,24.5,21.6,75.0,84.0,5.4,1016.9
2012-08-27,1791,1791,32.6,20.1,81.0,48.0,13.0,1008.7
2012-08-28,1791,1791,27.6,23.8,79.0,80.0,38.2,1001.3
2012-08-29,1814,1814,31.3,22.3,81.0,59.0,15.1,1010.8
2012-08-30,1839,1839,25.6,21.2,76.0,77.0,42.1,1003.2
2012-08-31,1837,1837,26.1,17.9,74.0,61.0,14.4,1012.5
2012-09-03,1866,1866,28.7,19.8,78.0,59.0,9.7,1012.7
2012-09-04,1842,1842,28.7,22.4,79.0,69.0,13.0,1015.0
2012-09-05,1877,1877,27.9,16.1,75.0,49.0,8.6,1017.2
2012-09-06,1912,1912,28.0,12.3,74.0,38.0,5.4,1018.3
2012-09-07,1913,1913,27.1,18.6,76.0,60.0,11.5,1016.8
2012-09-10,1925,1925,24.5,16.9,72.0,63.0,4.0,1013.2
2012-09-11,1931,1931,27.6,15.2,75.0,47.0,5.4,1013.5
2012-09-12,1936,1936,25.0,15.0,72.0,54.0,7.6,1010.7
2012-09-13,1882,1882,26.5,17.8,75.0,59.0,15.5,1009.4
2012-09-14,1876,1876,21.5,16.6,69.0,74.0,7.2,1013.2
2012-09-17,1875,1875,21.4,17.9,69.0,81.0,44.3,988.3
2012-09-18,1990,1990,24.7,15.0,72.0,55.0,12.2,1004.8
2012-09-19,2053,2053,25.4,9.6,71.0,37.0,14.0,1009.6
2012-09-20,1976,1976,25.6,7.6,71.0,32.0,11.5,1014.9
2012-09-21,1991,1991,24.1,12.7,71.0,49.0,8.6,1015.3
2012-09-24,1979,1979,26.5,8.4,72.0,32.0,7.2,1013.1
2012-09-25,1988,1988,26.8,9.1,72.0,33.0,6.8,1020.4
2012-09-26,1975,1975,25.3,11.0,71.0,41.0,10.8,1020.8
2012-09-27,2162,2162,27.5,14.1,74.0,44.0,4.7,1017.6
2012-09-28,2173,2173,24.9,13.7,72.0,50.0,9.0,1011.9
2012-10-02,2188,2188,24.6,9.3,24.6,38.0,6.5,1016.0
2012-10-04,2252,2252,25.4,-4.0,25.4,14.0,12.6,1011.3
2012-10-05,2306,2306,23.0,10.0,23.0,44.0,5.8,1017.3
2012-10-08,2368,2368,22.4,6.1,22.4,35.0,4.7,1020.8
2012-10-09,2394,2394,23.0,9.0,23.0,41.0,7.2,1016.5
2012-10-10,2416,2416,23.6,8.0,23.6,37.0,5.8,1012.1
2012-10-11,2428,2428,21.5,3.6,21.5,31.0,11.9,1014.4
2012-10-12,2385,2385,21.8,3.9,21.8,31.0,8.3,1017.2
2012-10-15,2478,2478,23.3,-0.2,23.3,21.0,6.5,1021.2
2012-10-16,2469,2469,21.6,7.4,21.6,40.0,14.0,1018.9
2012-10-17,2458,2458,20.9,10.6,20.9,52.0,9.7,1011.1
2012-10-18,2421,2421,18.9,-7.5,18.9,16.0,13.3,1015.5
2012-10-19,2414,2414,20.9,4.0,20.9,33.0,11.5,1020.9
2012-10-22,2425,2425,22.1,15.4,22.1,66.0,25.2,1011.6
2012-10-23,2422,2422,18.2,-4.5,17.9,21.0,16.6,1014.9
2012-10-24,2425,2425,20.2,2.0,20.2,30.0,5.4,1019.3
2012-10-25,2340,2340,21.9,-0.8,21.9,22.0,7.6,1020.9
2012-10-26,2338,2338,23.9,9.0,23.9,39.0,9.4,1022.1
2012-10-29,2319,2319,21.4,4.4,21.4,33.0,5.4,1017.6
2012-10-30,2322,2322,18.2,-2.7,18.2,24.0,10.1,1013.6
2012-10-31,2362,2362,14.9,-3.4,14.1,28.0,13.7,1013.4
2012-11-01,2338,2338,12.1,-14.6,9.8,14.0,22.7,1018.5
2012-11-02,2324,2324,13.3,-8.6,12.2,21.0,13.3,1023.2
2012-11-05,2338,2338,15.2,3.6,14.4,46.0,14.4,1014.4
2012-11-06,2325,2325,14.1,0.6,12.8,40.0,16.6,1013.9
2012-11-07,2320,2320,15.7,0.2,14.9,35.0,15.8,1013.1
2012-11-08,2249,2249,15.5,2.2,15.2,41.0,10.1,1016.2
2012-11-09,2231,2231,18.3,3.7,18.3,38.0,8.3,1022.0
2012-11-12,2141,2141,14.2,-4.0,12.5,28.0,22.3,1013.0
2012-11-13,2187,2187,13.0,-6.6,10.7,25.0,26.3,1008.1
2012-11-14,2157,2157,9.8,-6.5,7.7,31.0,14.4,1016.0
2012-11-15,2055,2055,12.0,-5.9,10.4,28.0,15.1,1025.6
2012-11-16,2002,2002,12.9,4.5,12.9,57.0,4.7,1022.0
2012-11-19,1994,1994,13.4,0.3,11.1,41.0,27.7,1014.2
2012-11-20,2006,2006,8.7,-11.8,6.0,22.0,17.3,1021.4
2012-11-21,1918,1918,10.6,-4.2,9.5,35.0,9.0,1019.7
2012-11-22,1813,1813,14.1,-3.7,14.1,29.0,6.1,1016.8
